fecha;pais_orig_cod;pais_orig;mun_dest_cod;mun_dest;turistas;prov_dest_cod;prov_dest
1/1/22;0;Total;26002;Agoncillo;227;26;Rioja, La
1/1/22;10;Total Europa;26002;Agoncillo;224;26;Rioja, La
1/1/22;11;Total Unión Europea;26002;Agoncillo;209;26;Rioja, La
1/1/22;126;Alemania;26002;Agoncillo;50;26;Rioja, La
1/1/22;131;Suecia;26002;Agoncillo;35;26;Rioja, La
1/1/22;0;Total;26003;Aguilar del Río Alhama;35;26;Rioja, La
1/1/22;10;Total Europa;26003;Aguilar del Río Alhama;32;26;Rioja, La
1/1/22;0;Total;26007;Alcanadre;35;26;Rioja, La
1/1/22;10;Total Europa;26007;Alcanadre;31;26;Rioja, La
1/1/22;0;Total;26008;Aldeanueva de Ebro;69;26;Rioja, La
1/1/22;10;Total Europa;26008;Aldeanueva de Ebro;61;26;Rioja, La
1/1/22;11;Total Unión Europea;26008;Aldeanueva de Ebro;53;26;Rioja, La
1/1/22;0;Total;26009;Alesanco;33;26;Rioja, La
1/1/22;0;Total;26011;Alfaro;809;26;Rioja, La
1/1/22;10;Total Europa;26011;Alfaro;786;26;Rioja, La
1/1/22;11;Total Unión Europea;26011;Alfaro;750;26;Rioja, La
1/1/22;103;Bélgica;26011;Alfaro;61;26;Rioja, La
1/1/22;110;Francia;26011;Alfaro;132;26;Rioja, La
1/1/22;113;Irlanda;26011;Alfaro;32;26;Rioja, La
1/1/22;115;Italia;26011;Alfaro;72;26;Rioja, La
1/1/22;121;Países Bajos;26011;Alfaro;47;26;Rioja, La
1/1/22;122;Polonia;26011;Alfaro;41;26;Rioja, La
1/1/22;123;Portugal;26011;Alfaro;43;26;Rioja, La
1/1/22;126;Alemania;26011;Alfaro;122;26;Rioja, La
1/1/22;131;Suecia;26011;Alfaro;102;26;Rioja, La
1/1/22;142;Lituania;26011;Alfaro;49;26;Rioja, La
1/1/22;0;Total;26014;Anguiano;73;26;Rioja, La
1/1/22;10;Total Europa;26014;Anguiano;60;26;Rioja, La
1/1/22;11;Total Unión Europea;26014;Anguiano;60;26;Rioja, La
1/1/22;0;Total;26017;Arnedillo;47;26;Rioja, La
1/1/22;10;Total Europa;26017;Arnedillo;44;26;Rioja, La
1/1/22;11;Total Unión Europea;26017;Arnedillo;42;26;Rioja, La
1/1/22;0;Total;26018;Arnedo;266;26;Rioja, La
1/1/22;10;Total Europa;26018;Arnedo;248;26;Rioja, La
1/1/22;11;Total Unión Europea;26018;Arnedo;214;26;Rioja, La
1/1/22;110;Francia;26018;Arnedo;75;26;Rioja, La
1/1/22;121;Países Bajos;26018;Arnedo;33;26;Rioja, La
1/1/22;126;Alemania;26018;Arnedo;40;26;Rioja, La
1/1/22;0;Total;26019;Arrúbal;47;26;Rioja, La
1/1/22;10;Total Europa;26019;Arrúbal;46;26;Rioja, La
1/1/22;11;Total Unión Europea;26019;Arrúbal;46;26;Rioja, La
1/1/22;0;Total;26020;Ausejo;44;26;Rioja, La
1/1/22;10;Total Europa;26020;Ausejo;40;26;Rioja, La
1/1/22;11;Total Unión Europea;26020;Ausejo;39;26;Rioja, La
1/1/22;0;Total;26021;Autol;54;26;Rioja, La
1/1/22;10;Total Europa;26021;Autol;45;26;Rioja, La
1/1/22;11;Total Unión Europea;26021;Autol;43;26;Rioja, La
1/1/22;0;Total;26034;Briones;35;26;Rioja, La
1/1/22;10;Total Europa;26034;Briones;31;26;Rioja, La
1/1/22;0;Total;26036;Calahorra;630;26;Rioja, La
1/1/22;10;Total Europa;26036;Calahorra;545;26;Rioja, La
1/1/22;11;Total Unión Europea;26036;Calahorra;494;26;Rioja, La
1/1/22;20;Total África;26036;Calahorra;45;26;Rioja, La
1/1/22;30;Total América;26036;Calahorra;34;26;Rioja, La
1/1/22;110;Francia;26036;Calahorra;170;26;Rioja, La
1/1/22;115;Italia;26036;Calahorra;34;26;Rioja, La
1/1/22;121;Países Bajos;26036;Calahorra;50;26;Rioja, La
1/1/22;125;Reino Unido;26036;Calahorra;44;26;Rioja, La
1/1/22;126;Alemania;26036;Calahorra;72;26;Rioja, La
1/1/22;131;Suecia;26036;Calahorra;52;26;Rioja, La
1/1/22;228;Marruecos;26036;Calahorra;40;26;Rioja, La
1/1/22;0;Total;26046;Cenicero;76;26;Rioja, La
1/1/22;10;Total Europa;26046;Cenicero;75;26;Rioja, La
1/1/22;11;Total Unión Europea;26046;Cenicero;65;26;Rioja, La
1/1/22;0;Total;26047;Cervera del Río Alhama;125;26;Rioja, La
1/1/22;10;Total Europa;26047;Cervera del Río Alhama;108;26;Rioja, La
1/1/22;11;Total Unión Europea;26047;Cervera del Río Alhama;108;26;Rioja, La
1/1/22;110;Francia;26047;Cervera del Río Alhama;43;26;Rioja, La
1/1/22;0;Total;26049;Cihuri;30;26;Rioja, La
1/1/22;0;Total;26054;Cornago;44;26;Rioja, La
1/1/22;10;Total Europa;26054;Cornago;41;26;Rioja, La
1/1/22;11;Total Unión Europea;26054;Cornago;41;26;Rioja, La
1/1/22;0;Total;26056;Cuzcurrita de Río Tirón;42;26;Rioja, La
1/1/22;0;Total;26059;Entrena;30;26;Rioja, La
1/1/22;0;Total;26061;Ezcaray;105;26;Rioja, La
1/1/22;10;Total Europa;26061;Ezcaray;88;26;Rioja, La
1/1/22;11;Total Unión Europea;26061;Ezcaray;80;26;Rioja, La
1/1/22;0;Total;26064;Fuenmayor;79;26;Rioja, La
1/1/22;10;Total Europa;26064;Fuenmayor;66;26;Rioja, La
1/1/22;11;Total Unión Europea;26064;Fuenmayor;62;26;Rioja, La
1/1/22;0;Total;26071;Haro;200;26;Rioja, La
1/1/22;10;Total Europa;26071;Haro;175;26;Rioja, La
1/1/22;11;Total Unión Europea;26071;Haro;145;26;Rioja, La
1/1/22;110;Francia;26071;Haro;53;26;Rioja, La
1/1/22;0;Total;26079;Huércanos;37;26;Rioja, La
1/1/22;10;Total Europa;26079;Huércanos;32;26;Rioja, La
1/1/22;11;Total Unión Europea;26079;Huércanos;31;26;Rioja, La
1/1/22;0;Total;26084;Lardero;198;26;Rioja, La
1/1/22;10;Total Europa;26084;Lardero;181;26;Rioja, La
1/1/22;11;Total Unión Europea;26084;Lardero;163;26;Rioja, La
1/1/22;110;Francia;26084;Lardero;57;26;Rioja, La
1/1/22;0;Total;26089;Logroño;3683;26;Rioja, La
1/1/22;10;Total Europa;26089;Logroño;3255;26;Rioja, La
1/1/22;11;Total Unión Europea;26089;Logroño;2900;26;Rioja, La
1/1/22;20;Total África;26089;Logroño;57;26;Rioja, La
1/1/22;30;Total América;26089;Logroño;316;26;Rioja, La
1/1/22;31;Total América del Norte;26089;Logroño;141;26;Rioja, La
1/1/22;33;Total Sudamérica;26089;Logroño;162;26;Rioja, La
1/1/22;40;Total Asia;26089;Logroño;50;26;Rioja, La
1/1/22;103;Bélgica;26089;Logroño;97;26;Rioja, La
1/1/22;107;Dinamarca;26089;Logroño;136;26;Rioja, La
1/1/22;110;Francia;26089;Logroño;1151;26;Rioja, La
1/1/22;113;Irlanda;26089;Logroño;57;26;Rioja, La
1/1/22;115;Italia;26089;Logroño;126;26;Rioja, La
1/1/22;117;Luxemburgo;26089;Logroño;92;26;Rioja, La
1/1/22;121;Países Bajos;26089;Logroño;425;26;Rioja, La
1/1/22;122;Polonia;26089;Logroño;84;26;Rioja, La
1/1/22;123;Portugal;26089;Logroño;93;26;Rioja, La
1/1/22;125;Reino Unido;26089;Logroño;256;26;Rioja, La
1/1/22;126;Alemania;26089;Logroño;365;26;Rioja, La
1/1/22;128;Rumania;26089;Logroño;94;26;Rioja, La
1/1/22;131;Suecia;26089;Logroño;131;26;Rioja, La
1/1/22;132;Suiza;26089;Logroño;62;26;Rioja, La
1/1/22;302;EE.UU.;26089;Logroño;90;26;Rioja, La
1/1/22;343;Colombia;26089;Logroño;112;26;Rioja, La
1/1/22;0;Total;26091;Lumbreras de Cameros;179;26;Rioja, La
1/1/22;10;Total Europa;26091;Lumbreras de Cameros;154;26;Rioja, La
1/1/22;11;Total Unión Europea;26091;Lumbreras de Cameros;144;26;Rioja, La
1/1/22;121;Países Bajos;26091;Lumbreras de Cameros;50;26;Rioja, La
1/1/22;0;Total;26099;Murillo de Río Leza;41;26;Rioja, La
1/1/22;10;Total Europa;26099;Murillo de Río Leza;33;26;Rioja, La
1/1/22;11;Total Unión Europea;26099;Murillo de Río Leza;31;26;Rioja, La
1/1/22;0;Total;26102;Nájera;111;26;Rioja, La
1/1/22;10;Total Europa;26102;Nájera;84;26;Rioja, La
1/1/22;11;Total Unión Europea;26102;Nájera;82;26;Rioja, La
1/1/22;0;Total;26103;Nalda;36;26;Rioja, La
1/1/22;10;Total Europa;26103;Nalda;30;26;Rioja, La
1/1/22;0;Total;26105;Navarrete;39;26;Rioja, La
1/1/22;10;Total Europa;26105;Navarrete;34;26;Rioja, La
1/1/22;11;Total Unión Europea;26105;Navarrete;34;26;Rioja, La
1/1/22;0;Total;26106;Nestares;147;26;Rioja, La
1/1/22;10;Total Europa;26106;Nestares;145;26;Rioja, La
1/1/22;11;Total Unión Europea;26106;Nestares;142;26;Rioja, La
1/1/22;121;Países Bajos;26106;Nestares;88;26;Rioja, La
1/1/22;0;Total;26108;Ocón;44;26;Rioja, La
1/1/22;10;Total Europa;26108;Ocón;41;26;Rioja, La
1/1/22;11;Total Unión Europea;26108;Ocón;35;26;Rioja, La
1/1/22;0;Total;26117;Pradejón;78;26;Rioja, La
1/1/22;10;Total Europa;26117;Pradejón;62;26;Rioja, La
1/1/22;11;Total Unión Europea;26117;Pradejón;60;26;Rioja, La
1/1/22;131;Suecia;26117;Pradejón;30;26;Rioja, La
1/1/22;0;Total;26120;Quel;59;26;Rioja, La
1/1/22;10;Total Europa;26120;Quel;49;26;Rioja, La
1/1/22;11;Total Unión Europea;26120;Quel;44;26;Rioja, La
1/1/22;0;Total;26125;Rincón de Soto;84;26;Rioja, La
1/1/22;10;Total Europa;26125;Rincón de Soto;71;26;Rioja, La
1/1/22;11;Total Unión Europea;26125;Rincón de Soto;64;26;Rioja, La
1/1/22;0;Total;26138;Santo Domingo de la Calzada;79;26;Rioja, La
1/1/22;10;Total Europa;26138;Santo Domingo de la Calzada;62;26;Rioja, La
1/1/22;11;Total Unión Europea;26138;Santo Domingo de la Calzada;58;26;Rioja, La
1/1/22;0;Total;26142;San Vicente de la Sonsierra;32;26;Rioja, La
1/1/22;0;Total;26155;Treviana;30;26;Rioja, La
1/1/22;0;Total;26165;Viguera;40;26;Rioja, La
1/1/22;10;Total Europa;26165;Viguera;35;26;Rioja, La
1/1/22;0;Total;26168;Villamediana de Iregua;70;26;Rioja, La
1/1/22;10;Total Europa;26168;Villamediana de Iregua;58;26;Rioja, La
1/1/22;11;Total Unión Europea;26168;Villamediana de Iregua;48;26;Rioja, La
1/1/22;0;Total;26169;Villanueva de Cameros;49;26;Rioja, La
1/1/22;10;Total Europa;26169;Villanueva de Cameros;49;26;Rioja, La
1/1/22;11;Total Unión Europea;26169;Villanueva de Cameros;47;26;Rioja, La
1/1/22;0;Total;26170;Villar de Arnedo, El;34;26;Rioja, La
1/1/22;10;Total Europa;26170;Villar de Arnedo, El;30;26;Rioja, La
1/1/22;11;Total Unión Europea;26170;Villar de Arnedo, El;30;26;Rioja, La
1/1/22;0;Total;26175;Villavelayo;40;26;Rioja, La
1/1/22;10;Total Europa;26175;Villavelayo;33;26;Rioja, La
1/2/22;0;Total;26002;Agoncillo;259;26;Rioja, La
1/2/22;10;Total Europa;26002;Agoncillo;257;26;Rioja, La
1/2/22;11;Total Unión Europea;26002;Agoncillo;249;26;Rioja, La
1/2/22;113;Irlanda;26002;Agoncillo;38;26;Rioja, La
1/2/22;126;Alemania;26002;Agoncillo;50;26;Rioja, La
1/2/22;131;Suecia;26002;Agoncillo;34;26;Rioja, La
1/2/22;0;Total;26003;Aguilar del Río Alhama;35;26;Rioja, La
1/2/22;10;Total Europa;26003;Aguilar del Río Alhama;30;26;Rioja, La
1/2/22;10;Total Europa;26007;Alcanadre;31;26;Rioja, La
1/2/22;0;Total;26008;Aldeanueva de Ebro;59;26;Rioja, La
1/2/22;10;Total Europa;26008;Aldeanueva de Ebro;54;26;Rioja, La
1/2/22;0;Total;26009;Alesanco;35;26;Rioja, La
1/2/22;10;Total Europa;26009;Alesanco;30;26;Rioja, La
1/2/22;0;Total;26011;Alfaro;860;26;Rioja, La
1/2/22;10;Total Europa;26011;Alfaro;830;26;Rioja, La
1/2/22;11;Total Unión Europea;26011;Alfaro;804;26;Rioja, La
1/2/22;103;Bélgica;26011;Alfaro;47;26;Rioja, La
1/2/22;110;Francia;26011;Alfaro;138;26;Rioja, La
1/2/22;113;Irlanda;26011;Alfaro;50;26;Rioja, La
1/2/22;115;Italia;26011;Alfaro;109;26;Rioja, La
1/2/22;121;Países Bajos;26011;Alfaro;36;26;Rioja, La
1/2/22;122;Polonia;26011;Alfaro;53;26;Rioja, La
1/2/22;126;Alemania;26011;Alfaro;145;26;Rioja, La
1/2/22;131;Suecia;26011;Alfaro;125;26;Rioja, La
1/2/22;142;Lituania;26011;Alfaro;42;26;Rioja, La
1/2/22;0;Total;26014;Anguiano;75;26;Rioja, La
1/2/22;11;Total Unión Europea;26014;Anguiano;71;26;Rioja, La
1/2/22;10;Total Europa;26017;Arnedillo;33;26;Rioja, La
1/2/22;0;Total;26018;Arnedo;176;26;Rioja, La
1/2/22;10;Total Europa;26018;Arnedo;164;26;Rioja, La
1/2/22;11;Total Unión Europea;26018;Arnedo;148;26;Rioja, La
1/2/22;110;Francia;26018;Arnedo;50;26;Rioja, La
1/2/22;0;Total;26019;Arrúbal;37;26;Rioja, La
1/2/22;10;Total Europa;26019;Arrúbal;36;26;Rioja, La
1/2/22;11;Total Unión Europea;26019;Arrúbal;36;26;Rioja, La
1/2/22;0;Total;26020;Ausejo;50;26;Rioja, La
1/2/22;10;Total Europa;26020;Ausejo;43;26;Rioja, La
1/2/22;11;Total Unión Europea;26020;Ausejo;38;26;Rioja, La
1/2/22;0;Total;26021;Autol;55;26;Rioja, La
1/2/22;10;Total Europa;26021;Autol;46;26;Rioja, La
1/2/22;11;Total Unión Europea;26021;Autol;46;26;Rioja, La
1/2/22;0;Total;26024;Bañares;31;26;Rioja, La
1/2/22;0;Total;26034;Briones;55;26;Rioja, La
1/2/22;10;Total Europa;26034;Briones;50;26;Rioja, La
1/2/22;11;Total Unión Europea;26034;Briones;46;26;Rioja, La
1/2/22;0;Total;26036;Calahorra;506;26;Rioja, La
1/2/22;10;Total Europa;26036;Calahorra;424;26;Rioja, La
1/2/22;11;Total Unión Europea;26036;Calahorra;400;26;Rioja, La
1/2/22;20;Total África;26036;Calahorra;37;26;Rioja, La
1/2/22;30;Total América;26036;Calahorra;41;26;Rioja, La
1/2/22;33;Total Sudamérica;26036;Calahorra;33;26;Rioja, La
1/2/22;110;Francia;26036;Calahorra;118;26;Rioja, La
1/2/22;115;Italia;26036;Calahorra;30;26;Rioja, La
1/2/22;121;Países Bajos;26036;Calahorra;46;26;Rioja, La
1/2/22;126;Alemania;26036;Calahorra;55;26;Rioja, La
1/2/22;131;Suecia;26036;Calahorra;47;26;Rioja, La
1/2/22;0;Total;26046;Cenicero;70;26;Rioja, La
1/2/22;10;Total Europa;26046;Cenicero;53;26;Rioja, La
1/2/22;11;Total Unión Europea;26046;Cenicero;50;26;Rioja, La
1/2/22;0;Total;26047;Cervera del Río Alhama;127;26;Rioja, La
1/2/22;10;Total Europa;26047;Cervera del Río Alhama;122;26;Rioja, La
1/2/22;11;Total Unión Europea;26047;Cervera del Río Alhama;113;26;Rioja, La
1/2/22;0;Total;26054;Cornago;35;26;Rioja, La
1/2/22;10;Total Europa;26054;Cornago;34;26;Rioja, La
1/2/22;11;Total Unión Europea;26054;Cornago;34;26;Rioja, La
1/2/22;0;Total;26061;Ezcaray;81;26;Rioja, La
1/2/22;10;Total Europa;26061;Ezcaray;77;26;Rioja, La
1/2/22;11;Total Unión Europea;26061;Ezcaray;75;26;Rioja, La
1/2/22;0;Total;26064;Fuenmayor;71;26;Rioja, La
1/2/22;10;Total Europa;26064;Fuenmayor;63;26;Rioja, La
1/2/22;11;Total Unión Europea;26064;Fuenmayor;61;26;Rioja, La
1/2/22;0;Total;26071;Haro;177;26;Rioja, La
1/2/22;10;Total Europa;26071;Haro;153;26;Rioja, La
1/2/22;11;Total Unión Europea;26071;Haro;134;26;Rioja, La
1/2/22;110;Francia;26071;Haro;51;26;Rioja, La
1/2/22;0;Total;26079;Huércanos;31;26;Rioja, La
1/2/22;0;Total;26084;Lardero;156;26;Rioja, La
1/2/22;10;Total Europa;26084;Lardero;137;26;Rioja, La
1/2/22;11;Total Unión Europea;26084;Lardero;132;26;Rioja, La
1/2/22;110;Francia;26084;Lardero;51;26;Rioja, La
1/2/22;0;Total;26089;Logroño;2816;26;Rioja, La
1/2/22;10;Total Europa;26089;Logroño;2433;26;Rioja, La
1/2/22;11;Total Unión Europea;26089;Logroño;2201;26;Rioja, La
1/2/22;20;Total África;26089;Logroño;69;26;Rioja, La
1/2/22;30;Total América;26089;Logroño;269;26;Rioja, La
1/2/22;31;Total América del Norte;26089;Logroño;128;26;Rioja, La
1/2/22;33;Total Sudamérica;26089;Logroño;129;26;Rioja, La
1/2/22;40;Total Asia;26089;Logroño;43;26;Rioja, La
1/2/22;103;Bélgica;26089;Logroño;68;26;Rioja, La
1/2/22;107;Dinamarca;26089;Logroño;104;26;Rioja, La
1/2/22;110;Francia;26089;Logroño;830;26;Rioja, La
1/2/22;113;Irlanda;26089;Logroño;31;26;Rioja, La
1/2/22;115;Italia;26089;Logroño;90;26;Rioja, La
1/2/22;117;Luxemburgo;26089;Logroño;90;26;Rioja, La
1/2/22;121;Países Bajos;26089;Logroño;370;26;Rioja, La
1/2/22;122;Polonia;26089;Logroño;61;26;Rioja, La
1/2/22;123;Portugal;26089;Logroño;80;26;Rioja, La
1/2/22;125;Reino Unido;26089;Logroño;145;26;Rioja, La
1/2/22;126;Alemania;26089;Logroño;240;26;Rioja, La
1/2/22;128;Rumania;26089;Logroño;58;26;Rioja, La
1/2/22;131;Suecia;26089;Logroño;138;26;Rioja, La
1/2/22;132;Suiza;26089;Logroño;41;26;Rioja, La
1/2/22;302;EE.UU.;26089;Logroño;75;26;Rioja, La
1/2/22;343;Colombia;26089;Logroño;103;26;Rioja, La
1/2/22;0;Total;26091;Lumbreras de Cameros;186;26;Rioja, La
1/2/22;10;Total Europa;26091;Lumbreras de Cameros;174;26;Rioja, La
1/2/22;11;Total Unión Europea;26091;Lumbreras de Cameros;166;26;Rioja, La
1/2/22;121;Países Bajos;26091;Lumbreras de Cameros;48;26;Rioja, La
1/2/22;0;Total;26099;Murillo de Río Leza;39;26;Rioja, La
1/2/22;0;Total;26102;Nájera;85;26;Rioja, La
1/2/22;10;Total Europa;26102;Nájera;73;26;Rioja, La
1/2/22;11;Total Unión Europea;26102;Nájera;68;26;Rioja, La
1/2/22;0;Total;26103;Nalda;41;26;Rioja, La
1/2/22;0;Total;26105;Navarrete;30;26;Rioja, La
1/2/22;0;Total;26106;Nestares;131;26;Rioja, La
1/2/22;10;Total Europa;26106;Nestares;122;26;Rioja, La
1/2/22;11;Total Unión Europea;26106;Nestares;122;26;Rioja, La
1/2/22;121;Países Bajos;26106;Nestares;95;26;Rioja, La
1/2/22;10;Total Europa;26107;Nieva de Cameros;30;26;Rioja, La
1/2/22;0;Total;26117;Pradejón;71;26;Rioja, La
1/2/22;10;Total Europa;26117;Pradejón;65;26;Rioja, La
1/2/22;11;Total Unión Europea;26117;Pradejón;63;26;Rioja, La
1/2/22;0;Total;26120;Quel;41;26;Rioja, La
1/2/22;10;Total Europa;26120;Quel;34;26;Rioja, La
1/2/22;11;Total Unión Europea;26120;Quel;32;26;Rioja, La
1/2/22;0;Total;26125;Rincón de Soto;76;26;Rioja, La
1/2/22;10;Total Europa;26125;Rincón de Soto;74;26;Rioja, La
1/2/22;0;Total;26138;Santo Domingo de la Calzada;64;26;Rioja, La
1/2/22;10;Total Europa;26138;Santo Domingo de la Calzada;46;26;Rioja, La
1/2/22;11;Total Unión Europea;26138;Santo Domingo de la Calzada;37;26;Rioja, La
1/2/22;0;Total;26142;San Vicente de la Sonsierra;32;26;Rioja, La
1/2/22;0;Total;26168;Villamediana de Iregua;54;26;Rioja, La
1/2/22;11;Total Unión Europea;26168;Villamediana de Iregua;50;26;Rioja, La
1/2/22;0;Total;26169;Villanueva de Cameros;41;26;Rioja, La
1/2/22;10;Total Europa;26169;Villanueva de Cameros;41;26;Rioja, La
1/2/22;11;Total Unión Europea;26169;Villanueva de Cameros;35;26;Rioja, La
1/3/22;0;Total;26002;Agoncillo;295;26;Rioja, La
1/3/22;10;Total Europa;26002;Agoncillo;295;26;Rioja, La
1/3/22;11;Total Unión Europea;26002;Agoncillo;291;26;Rioja, La
1/3/22;110;Francia;26002;Agoncillo;31;26;Rioja, La
1/3/22;123;Portugal;26002;Agoncillo;32;26;Rioja, La
1/3/22;126;Alemania;26002;Agoncillo;74;26;Rioja, La
1/3/22;131;Suecia;26002;Agoncillo;46;26;Rioja, La
1/3/22;142;Lituania;26002;Agoncillo;30;26;Rioja, La
1/3/22;0;Total;26005;Albelda de Iregua;30;26;Rioja, La
1/3/22;0;Total;26007;Alcanadre;40;26;Rioja, La
1/3/22;10;Total Europa;26007;Alcanadre;38;26;Rioja, La
1/3/22;11;Total Unión Europea;26007;Alcanadre;34;26;Rioja, La
1/3/22;0;Total;26008;Aldeanueva de Ebro;76;26;Rioja, La
1/3/22;10;Total Europa;26008;Aldeanueva de Ebro;68;26;Rioja, La
1/3/22;11;Total Unión Europea;26008;Aldeanueva de Ebro;68;26;Rioja, La
1/3/22;0;Total;26009;Alesanco;37;26;Rioja, La
1/3/22;10;Total Europa;26009;Alesanco;32;26;Rioja, La
1/3/22;0;Total;26011;Alfaro;927;26;Rioja, La
1/3/22;10;Total Europa;26011;Alfaro;889;26;Rioja, La
1/3/22;11;Total Unión Europea;26011;Alfaro;862;26;Rioja, La
1/3/22;20;Total África;26011;Alfaro;31;26;Rioja, La
1/3/22;103;Bélgica;26011;Alfaro;51;26;Rioja, La
1/3/22;110;Francia;26011;Alfaro;204;26;Rioja, La
1/3/22;113;Irlanda;26011;Alfaro;32;26;Rioja, La
1/3/22;115;Italia;26011;Alfaro;97;26;Rioja, La
1/3/22;121;Países Bajos;26011;Alfaro;46;26;Rioja, La
1/3/22;122;Polonia;26011;Alfaro;41;26;Rioja, La
1/3/22;123;Portugal;26011;Alfaro;34;26;Rioja, La
1/3/22;126;Alemania;26011;Alfaro;139;26;Rioja, La
1/3/22;131;Suecia;26011;Alfaro;107;26;Rioja, La
1/3/22;142;Lituania;26011;Alfaro;47;26;Rioja, La
1/3/22;0;Total;26014;Anguiano;104;26;Rioja, La
1/3/22;10;Total Europa;26014;Anguiano;94;26;Rioja, La
1/3/22;11;Total Unión Europea;26014;Anguiano;88;26;Rioja, La
1/3/22;0;Total;26017;Arnedillo;65;26;Rioja, La
1/3/22;10;Total Europa;26017;Arnedillo;65;26;Rioja, La
1/3/22;11;Total Unión Europea;26017;Arnedillo;55;26;Rioja, La
1/3/22;0;Total;26018;Arnedo;249;26;Rioja, La
1/3/22;10;Total Europa;26018;Arnedo;234;26;Rioja, La
1/3/22;11;Total Unión Europea;26018;Arnedo;229;26;Rioja, La
1/3/22;110;Francia;26018;Arnedo;98;26;Rioja, La
1/3/22;121;Países Bajos;26018;Arnedo;35;26;Rioja, La
1/3/22;0;Total;26019;Arrúbal;38;26;Rioja, La
1/3/22;10;Total Europa;26019;Arrúbal;38;26;Rioja, La
1/3/22;11;Total Unión Europea;26019;Arrúbal;36;26;Rioja, La
1/3/22;0;Total;26020;Ausejo;47;26;Rioja, La
1/3/22;10;Total Europa;26020;Ausejo;39;26;Rioja, La
1/3/22;11;Total Unión Europea;26020;Ausejo;36;26;Rioja, La
1/3/22;0;Total;26021;Autol;72;26;Rioja, La
1/3/22;10;Total Europa;26021;Autol;58;26;Rioja, La
1/3/22;11;Total Unión Europea;26021;Autol;53;26;Rioja, La
1/3/22;0;Total;26024;Bañares;30;26;Rioja, La
1/3/22;0;Total;26034;Briones;50;26;Rioja, La
1/3/22;10;Total Europa;26034;Briones;48;26;Rioja, La
1/3/22;11;Total Unión Europea;26034;Briones;45;26;Rioja, La
1/3/22;0;Total;26036;Calahorra;626;26;Rioja, La
1/3/22;10;Total Europa;26036;Calahorra;519;26;Rioja, La
1/3/22;11;Total Unión Europea;26036;Calahorra;479;26;Rioja, La
1/3/22;20;Total África;26036;Calahorra;54;26;Rioja, La
1/3/22;30;Total América;26036;Calahorra;46;26;Rioja, La
1/3/22;33;Total Sudamérica;26036;Calahorra;31;26;Rioja, La
1/3/22;107;Dinamarca;26036;Calahorra;33;26;Rioja, La
1/3/22;110;Francia;26036;Calahorra;136;26;Rioja, La
1/3/22;115;Italia;26036;Calahorra;39;26;Rioja, La
1/3/22;121;Países Bajos;26036;Calahorra;43;26;Rioja, La
1/3/22;126;Alemania;26036;Calahorra;60;26;Rioja, La
1/3/22;131;Suecia;26036;Calahorra;61;26;Rioja, La
1/3/22;228;Marruecos;26036;Calahorra;47;26;Rioja, La
1/3/22;0;Total;26046;Cenicero;119;26;Rioja, La
1/3/22;10;Total Europa;26046;Cenicero;94;26;Rioja, La
1/3/22;11;Total Unión Europea;26046;Cenicero;84;26;Rioja, La
1/3/22;110;Francia;26046;Cenicero;33;26;Rioja, La
1/3/22;0;Total;26047;Cervera del Río Alhama;189;26;Rioja, La
1/3/22;10;Total Europa;26047;Cervera del Río Alhama;173;26;Rioja, La
1/3/22;11;Total Unión Europea;26047;Cervera del Río Alhama;162;26;Rioja, La
1/3/22;110;Francia;26047;Cervera del Río Alhama;48;26;Rioja, La
1/3/22;0;Total;26056;Cuzcurrita de Río Tirón;39;26;Rioja, La
1/3/22;10;Total Europa;26056;Cuzcurrita de Río Tirón;31;26;Rioja, La
1/3/22;0;Total;26058;Enciso;30;26;Rioja, La
1/3/22;10;Total Europa;26058;Enciso;30;26;Rioja, La
1/3/22;11;Total Unión Europea;26058;Enciso;30;26;Rioja, La
1/3/22;0;Total;26061;Ezcaray;124;26;Rioja, La
1/3/22;10;Total Europa;26061;Ezcaray;115;26;Rioja, La
1/3/22;11;Total Unión Europea;26061;Ezcaray;108;26;Rioja, La
1/3/22;110;Francia;26061;Ezcaray;41;26;Rioja, La
1/3/22;121;Países Bajos;26061;Ezcaray;33;26;Rioja, La
1/3/22;0;Total;26064;Fuenmayor;77;26;Rioja, La
1/3/22;10;Total Europa;26064;Fuenmayor;68;26;Rioja, La
1/3/22;11;Total Unión Europea;26064;Fuenmayor;65;26;Rioja, La
1/3/22;0;Total;26071;Haro;307;26;Rioja, La
1/3/22;10;Total Europa;26071;Haro;263;26;Rioja, La
1/3/22;11;Total Unión Europea;26071;Haro;209;26;Rioja, La
1/3/22;30;Total América;26071;Haro;36;26;Rioja, La
1/3/22;31;Total América del Norte;26071;Haro;30;26;Rioja, La
1/3/22;110;Francia;26071;Haro;67;26;Rioja, La
1/3/22;125;Reino Unido;26071;Haro;36;26;Rioja, La
1/3/22;126;Alemania;26071;Haro;32;26;Rioja, La
1/3/22;0;Total;26079;Huércanos;33;26;Rioja, La
1/3/22;10;Total Europa;26079;Huércanos;31;26;Rioja, La
1/3/22;0;Total;26084;Lardero;170;26;Rioja, La
1/3/22;10;Total Europa;26084;Lardero;156;26;Rioja, La
1/3/22;11;Total Unión Europea;26084;Lardero;143;26;Rioja, La
1/3/22;110;Francia;26084;Lardero;60;26;Rioja, La
1/3/22;0;Total;26089;Logroño;3684;26;Rioja, La
