fecha;pais_orig_cod;pais_orig;mun_dest_cod;mun_dest;turistas;prov_dest_cod;prov_dest
1/6/23;10;Total Europa;26117;Pradejón;122;26;Rioja, La
1/6/23;11;Total Unión Europea;26117;Pradejón;117;26;Rioja, La
1/6/23;131;Suecia;26117;Pradejón;61;26;Rioja, La
1/6/23;0;Total;26120;Quel;103;26;Rioja, La
1/6/23;10;Total Europa;26120;Quel;82;26;Rioja, La
1/6/23;11;Total Unión Europea;26120;Quel;73;26;Rioja, La
1/6/23;0;Total;26125;Rincón de Soto;68;26;Rioja, La
1/6/23;10;Total Europa;26125;Rincón de Soto;59;26;Rioja, La
1/6/23;11;Total Unión Europea;26125;Rincón de Soto;54;26;Rioja, La
1/6/23;0;Total;26129;San Asensio;60;26;Rioja, La
1/6/23;10;Total Europa;26129;San Asensio;42;26;Rioja, La
1/6/23;11;Total Unión Europea;26129;San Asensio;38;26;Rioja, La
1/6/23;0;Total;26130;San Millán de la Cogolla;58;26;Rioja, La
1/6/23;10;Total Europa;26130;San Millán de la Cogolla;43;26;Rioja, La
1/6/23;11;Total Unión Europea;26130;San Millán de la Cogolla;40;26;Rioja, La
1/6/23;10;Total Europa;26135;Santa Engracia del Jubera;31;26;Rioja, La
1/6/23;0;Total;26138;Santo Domingo de la Calzada;302;26;Rioja, La
1/6/23;10;Total Europa;26138;Santo Domingo de la Calzada;234;26;Rioja, La
1/6/23;11;Total Unión Europea;26138;Santo Domingo de la Calzada;188;26;Rioja, La
1/6/23;30;Total América;26138;Santo Domingo de la Calzada;31;26;Rioja, La
1/6/23;110;Francia;26138;Santo Domingo de la Calzada;55;26;Rioja, La
1/6/23;121;Países Bajos;26138;Santo Domingo de la Calzada;38;26;Rioja, La
1/6/23;125;Reino Unido;26138;Santo Domingo de la Calzada;43;26;Rioja, La
1/6/23;0;Total;26142;San Vicente de la Sonsierra;209;26;Rioja, La
1/6/23;10;Total Europa;26142;San Vicente de la Sonsierra;174;26;Rioja, La
1/6/23;11;Total Unión Europea;26142;San Vicente de la Sonsierra;152;26;Rioja, La
1/6/23;110;Francia;26142;San Vicente de la Sonsierra;56;26;Rioja, La
1/6/23;0;Total;26144;Sorzano;56;26;Rioja, La
1/6/23;10;Total Europa;26144;Sorzano;40;26;Rioja, La
1/6/23;11;Total Unión Europea;26144;Sorzano;34;26;Rioja, La
1/6/23;0;Total;26148;Tirgo;30;26;Rioja, La
1/6/23;0;Total;26155;Treviana;45;26;Rioja, La
1/6/23;10;Total Europa;26155;Treviana;43;26;Rioja, La
1/6/23;11;Total Unión Europea;26155;Treviana;37;26;Rioja, La
1/6/23;0;Total;26157;Tricio;51;26;Rioja, La
1/6/23;10;Total Europa;26157;Tricio;37;26;Rioja, La
1/6/23;11;Total Unión Europea;26157;Tricio;35;26;Rioja, La
1/6/23;0;Total;26162;Valgañón;31;26;Rioja, La
1/6/23;0;Total;26163;Ventosa;36;26;Rioja, La
1/6/23;11;Total Unión Europea;26163;Ventosa;34;26;Rioja, La
1/6/23;0;Total;26165;Viguera;127;26;Rioja, La
1/6/23;10;Total Europa;26165;Viguera;116;26;Rioja, La
1/6/23;11;Total Unión Europea;26165;Viguera;105;26;Rioja, La
1/6/23;0;Total;26168;Villamediana de Iregua;147;26;Rioja, La
1/6/23;10;Total Europa;26168;Villamediana de Iregua;109;26;Rioja, La
1/6/23;11;Total Unión Europea;26168;Villamediana de Iregua;100;26;Rioja, La
1/6/23;30;Total América;26168;Villamediana de Iregua;32;26;Rioja, La
1/6/23;0;Total;26170;Villar de Arnedo, El;48;26;Rioja, La
1/6/23;10;Total Europa;26170;Villar de Arnedo, El;36;26;Rioja, La
1/7/23;0;Total;26002;Agoncillo;362;26;Rioja, La
1/7/23;10;Total Europa;26002;Agoncillo;351;26;Rioja, La
1/7/23;11;Total Unión Europea;26002;Agoncillo;339;26;Rioja, La
1/7/23;103;Bélgica;26002;Agoncillo;31;26;Rioja, La
1/7/23;110;Francia;26002;Agoncillo;52;26;Rioja, La
1/7/23;122;Polonia;26002;Agoncillo;44;26;Rioja, La
1/7/23;126;Alemania;26002;Agoncillo;75;26;Rioja, La
1/7/23;0;Total;26003;Aguilar del Río Alhama;31;26;Rioja, La
1/7/23;0;Total;26005;Albelda de Iregua;79;26;Rioja, La
1/7/23;10;Total Europa;26005;Albelda de Iregua;70;26;Rioja, La
1/7/23;11;Total Unión Europea;26005;Albelda de Iregua;66;26;Rioja, La
1/7/23;0;Total;26006;Alberite;43;26;Rioja, La
1/7/23;10;Total Europa;26006;Alberite;33;26;Rioja, La
1/7/23;11;Total Unión Europea;26006;Alberite;30;26;Rioja, La
1/7/23;0;Total;26007;Alcanadre;94;26;Rioja, La
1/7/23;10;Total Europa;26007;Alcanadre;79;26;Rioja, La
1/7/23;11;Total Unión Europea;26007;Alcanadre;73;26;Rioja, La
1/7/23;0;Total;26008;Aldeanueva de Ebro;73;26;Rioja, La
1/7/23;10;Total Europa;26008;Aldeanueva de Ebro;53;26;Rioja, La
1/7/23;11;Total Unión Europea;26008;Aldeanueva de Ebro;48;26;Rioja, La
1/7/23;0;Total;26009;Alesanco;73;26;Rioja, La
1/7/23;10;Total Europa;26009;Alesanco;61;26;Rioja, La
1/7/23;11;Total Unión Europea;26009;Alesanco;53;26;Rioja, La
1/7/23;0;Total;26011;Alfaro;1031;26;Rioja, La
1/7/23;10;Total Europa;26011;Alfaro;942;26;Rioja, La
1/7/23;11;Total Unión Europea;26011;Alfaro;890;26;Rioja, La
1/7/23;20;Total África;26011;Alfaro;43;26;Rioja, La
1/7/23;30;Total América;26011;Alfaro;34;26;Rioja, La
1/7/23;103;Bélgica;26011;Alfaro;76;26;Rioja, La
1/7/23;107;Dinamarca;26011;Alfaro;42;26;Rioja, La
1/7/23;110;Francia;26011;Alfaro;213;26;Rioja, La
1/7/23;115;Italia;26011;Alfaro;82;26;Rioja, La
1/7/23;121;Países Bajos;26011;Alfaro;32;26;Rioja, La
1/7/23;122;Polonia;26011;Alfaro;84;26;Rioja, La
1/7/23;123;Portugal;26011;Alfaro;42;26;Rioja, La
1/7/23;125;Reino Unido;26011;Alfaro;32;26;Rioja, La
1/7/23;126;Alemania;26011;Alfaro;157;26;Rioja, La
1/7/23;131;Suecia;26011;Alfaro;61;26;Rioja, La
1/7/23;228;Marruecos;26011;Alfaro;33;26;Rioja, La
1/7/23;0;Total;26012;Almarza de Cameros;75;26;Rioja, La
1/7/23;10;Total Europa;26012;Almarza de Cameros;71;26;Rioja, La
1/7/23;11;Total Unión Europea;26012;Almarza de Cameros;67;26;Rioja, La
1/7/23;0;Total;26014;Anguiano;123;26;Rioja, La
1/7/23;10;Total Europa;26014;Anguiano;105;26;Rioja, La
1/7/23;11;Total Unión Europea;26014;Anguiano;98;26;Rioja, La
1/7/23;0;Total;26017;Arnedillo;55;26;Rioja, La
1/7/23;10;Total Europa;26017;Arnedillo;54;26;Rioja, La
1/7/23;11;Total Unión Europea;26017;Arnedillo;47;26;Rioja, La
1/7/23;0;Total;26018;Arnedo;345;26;Rioja, La
1/7/23;10;Total Europa;26018;Arnedo;280;26;Rioja, La
1/7/23;11;Total Unión Europea;26018;Arnedo;231;26;Rioja, La
1/7/23;30;Total América;26018;Arnedo;34;26;Rioja, La
1/7/23;110;Francia;26018;Arnedo;98;26;Rioja, La
1/7/23;0;Total;26019;Arrúbal;48;26;Rioja, La
1/7/23;10;Total Europa;26019;Arrúbal;48;26;Rioja, La
1/7/23;11;Total Unión Europea;26019;Arrúbal;48;26;Rioja, La
1/7/23;0;Total;26020;Ausejo;86;26;Rioja, La
1/7/23;10;Total Europa;26020;Ausejo;73;26;Rioja, La
1/7/23;11;Total Unión Europea;26020;Ausejo;71;26;Rioja, La
1/7/23;0;Total;26021;Autol;132;26;Rioja, La
1/7/23;10;Total Europa;26021;Autol;107;26;Rioja, La
1/7/23;11;Total Unión Europea;26021;Autol;99;26;Rioja, La
1/7/23;0;Total;26023;Badarán;40;26;Rioja, La
1/7/23;10;Total Europa;26023;Badarán;37;26;Rioja, La
1/7/23;0;Total;26024;Bañares;92;26;Rioja, La
1/7/23;10;Total Europa;26024;Bañares;72;26;Rioja, La
1/7/23;11;Total Unión Europea;26024;Bañares;62;26;Rioja, La
1/7/23;0;Total;26034;Briones;146;26;Rioja, La
1/7/23;10;Total Europa;26034;Briones;124;26;Rioja, La
1/7/23;11;Total Unión Europea;26034;Briones;110;26;Rioja, La
1/7/23;110;Francia;26034;Briones;37;26;Rioja, La
1/7/23;0;Total;26036;Calahorra;948;26;Rioja, La
1/7/23;10;Total Europa;26036;Calahorra;741;26;Rioja, La
1/7/23;11;Total Unión Europea;26036;Calahorra;655;26;Rioja, La
1/7/23;20;Total África;26036;Calahorra;68;26;Rioja, La
1/7/23;30;Total América;26036;Calahorra;126;26;Rioja, La
1/7/23;31;Total América del Norte;26036;Calahorra;38;26;Rioja, La
1/7/23;33;Total Sudamérica;26036;Calahorra;80;26;Rioja, La
1/7/23;102;Austria;26036;Calahorra;33;26;Rioja, La
1/7/23;110;Francia;26036;Calahorra;232;26;Rioja, La
1/7/23;115;Italia;26036;Calahorra;41;26;Rioja, La
1/7/23;121;Países Bajos;26036;Calahorra;51;26;Rioja, La
1/7/23;122;Polonia;26036;Calahorra;34;26;Rioja, La
1/7/23;125;Reino Unido;26036;Calahorra;42;26;Rioja, La
1/7/23;126;Alemania;26036;Calahorra;94;26;Rioja, La
1/7/23;131;Suecia;26036;Calahorra;47;26;Rioja, La
1/7/23;228;Marruecos;26036;Calahorra;60;26;Rioja, La
1/7/23;302;EE.UU.;26036;Calahorra;34;26;Rioja, La
1/7/23;343;Colombia;26036;Calahorra;67;26;Rioja, La
1/7/23;0;Total;26037;Camprovín;34;26;Rioja, La
1/7/23;0;Total;26046;Cenicero;166;26;Rioja, La
1/7/23;10;Total Europa;26046;Cenicero;133;26;Rioja, La
1/7/23;11;Total Unión Europea;26046;Cenicero;123;26;Rioja, La
1/7/23;110;Francia;26046;Cenicero;37;26;Rioja, La
1/7/23;0;Total;26047;Cervera del Río Alhama;183;26;Rioja, La
1/7/23;10;Total Europa;26047;Cervera del Río Alhama;165;26;Rioja, La
1/7/23;11;Total Unión Europea;26047;Cervera del Río Alhama;158;26;Rioja, La
1/7/23;110;Francia;26047;Cervera del Río Alhama;48;26;Rioja, La
1/7/23;0;Total;26048;Cidamón;47;26;Rioja, La
1/7/23;10;Total Europa;26048;Cidamón;44;26;Rioja, La
1/7/23;11;Total Unión Europea;26048;Cidamón;40;26;Rioja, La
1/7/23;0;Total;26049;Cihuri;82;26;Rioja, La
1/7/23;10;Total Europa;26049;Cihuri;69;26;Rioja, La
1/7/23;11;Total Unión Europea;26049;Cihuri;63;26;Rioja, La
1/7/23;0;Total;26050;Cirueña;30;26;Rioja, La
1/7/23;0;Total;26051;Clavijo;41;26;Rioja, La
1/7/23;10;Total Europa;26051;Clavijo;30;26;Rioja, La
1/7/23;0;Total;26054;Cornago;64;26;Rioja, La
1/7/23;10;Total Europa;26054;Cornago;56;26;Rioja, La
1/7/23;11;Total Unión Europea;26054;Cornago;50;26;Rioja, La
1/7/23;0;Total;26056;Cuzcurrita de Río Tirón;132;26;Rioja, La
1/7/23;10;Total Europa;26056;Cuzcurrita de Río Tirón;114;26;Rioja, La
1/7/23;11;Total Unión Europea;26056;Cuzcurrita de Río Tirón;93;26;Rioja, La
1/7/23;0;Total;26058;Enciso;47;26;Rioja, La
1/7/23;10;Total Europa;26058;Enciso;44;26;Rioja, La
1/7/23;11;Total Unión Europea;26058;Enciso;41;26;Rioja, La
1/7/23;0;Total;26059;Entrena;41;26;Rioja, La
1/7/23;10;Total Europa;26059;Entrena;39;26;Rioja, La
1/7/23;11;Total Unión Europea;26059;Entrena;34;26;Rioja, La
1/7/23;0;Total;26061;Ezcaray;187;26;Rioja, La
1/7/23;10;Total Europa;26061;Ezcaray;156;26;Rioja, La
1/7/23;11;Total Unión Europea;26061;Ezcaray;133;26;Rioja, La
1/7/23;110;Francia;26061;Ezcaray;43;26;Rioja, La
1/7/23;0;Total;26062;Foncea;49;26;Rioja, La
1/7/23;10;Total Europa;26062;Foncea;45;26;Rioja, La
1/7/23;11;Total Unión Europea;26062;Foncea;43;26;Rioja, La
1/7/23;0;Total;26063;Fonzaleche;37;26;Rioja, La
1/7/23;10;Total Europa;26063;Fonzaleche;31;26;Rioja, La
1/7/23;0;Total;26064;Fuenmayor;146;26;Rioja, La
1/7/23;10;Total Europa;26064;Fuenmayor;115;26;Rioja, La
1/7/23;11;Total Unión Europea;26064;Fuenmayor;109;26;Rioja, La
1/7/23;110;Francia;26064;Fuenmayor;54;26;Rioja, La
1/7/23;0;Total;26069;Grañón;55;26;Rioja, La
1/7/23;10;Total Europa;26069;Grañón;49;26;Rioja, La
1/7/23;11;Total Unión Europea;26069;Grañón;44;26;Rioja, La
1/7/23;0;Total;26071;Haro;1071;26;Rioja, La
1/7/23;10;Total Europa;26071;Haro;915;26;Rioja, La
1/7/23;11;Total Unión Europea;26071;Haro;704;26;Rioja, La
1/7/23;30;Total América;26071;Haro;119;26;Rioja, La
1/7/23;31;Total América del Norte;26071;Haro;90;26;Rioja, La
1/7/23;102;Austria;26071;Haro;31;26;Rioja, La
1/7/23;103;Bélgica;26071;Haro;63;26;Rioja, La
1/7/23;110;Francia;26071;Haro;221;26;Rioja, La
1/7/23;121;Países Bajos;26071;Haro;121;26;Rioja, La
1/7/23;123;Portugal;26071;Haro;51;26;Rioja, La
1/7/23;125;Reino Unido;26071;Haro;159;26;Rioja, La
1/7/23;126;Alemania;26071;Haro;105;26;Rioja, La
1/7/23;302;EE.UU.;26071;Haro;80;26;Rioja, La
1/7/23;0;Total;26072;Herce;30;26;Rioja, La
1/7/23;0;Total;26079;Huércanos;100;26;Rioja, La
1/7/23;10;Total Europa;26079;Huércanos;87;26;Rioja, La
1/7/23;11;Total Unión Europea;26079;Huércanos;79;26;Rioja, La
1/7/23;0;Total;26084;Lardero;293;26;Rioja, La
1/7/23;10;Total Europa;26084;Lardero;230;26;Rioja, La
1/7/23;11;Total Unión Europea;26084;Lardero;190;26;Rioja, La
1/7/23;30;Total América;26084;Lardero;44;26;Rioja, La
1/7/23;110;Francia;26084;Lardero;89;26;Rioja, La
1/7/23;126;Alemania;26084;Lardero;31;26;Rioja, La
1/7/23;0;Total;26089;Logroño;6010;26;Rioja, La
1/7/23;10;Total Europa;26089;Logroño;5047;26;Rioja, La
1/7/23;11;Total Unión Europea;26089;Logroño;4506;26;Rioja, La
1/7/23;20;Total África;26089;Logroño;133;26;Rioja, La
1/7/23;30;Total América;26089;Logroño;709;26;Rioja, La
1/7/23;31;Total América del Norte;26089;Logroño;420;26;Rioja, La
1/7/23;33;Total Sudamérica;26089;Logroño;267;26;Rioja, La
1/7/23;40;Total Asia;26089;Logroño;100;26;Rioja, La
1/7/23;102;Austria;26089;Logroño;211;26;Rioja, La
1/7/23;103;Bélgica;26089;Logroño;200;26;Rioja, La
1/7/23;107;Dinamarca;26089;Logroño;86;26;Rioja, La
1/7/23;110;Francia;26089;Logroño;1460;26;Rioja, La
1/7/23;111;Grecia;26089;Logroño;32;26;Rioja, La
1/7/23;113;Irlanda;26089;Logroño;128;26;Rioja, La
1/7/23;115;Italia;26089;Logroño;244;26;Rioja, La
1/7/23;117;Luxemburgo;26089;Logroño;154;26;Rioja, La
1/7/23;121;Países Bajos;26089;Logroño;550;26;Rioja, La
1/7/23;122;Polonia;26089;Logroño;171;26;Rioja, La
1/7/23;123;Portugal;26089;Logroño;153;26;Rioja, La
1/7/23;124;Andorra;26089;Logroño;41;26;Rioja, La
1/7/23;125;Reino Unido;26089;Logroño;363;26;Rioja, La
1/7/23;126;Alemania;26089;Logroño;660;26;Rioja, La
1/7/23;128;Rumania;26089;Logroño;140;26;Rioja, La
1/7/23;131;Suecia;26089;Logroño;156;26;Rioja, La
1/7/23;132;Suiza;26089;Logroño;88;26;Rioja, La
1/7/23;142;Lituania;26089;Logroño;50;26;Rioja, La
1/7/23;228;Marruecos;26089;Logroño;72;26;Rioja, La
1/7/23;302;EE.UU.;26089;Logroño;326;26;Rioja, La
1/7/23;340;Argentina;26089;Logroño;41;26;Rioja, La
1/7/23;343;Colombia;26089;Logroño;160;26;Rioja, La
1/7/23;407;China;26089;Logroño;44;26;Rioja, La
1/7/23;0;Total;26091;Lumbreras de Cameros;345;26;Rioja, La
1/7/23;10;Total Europa;26091;Lumbreras de Cameros;309;26;Rioja, La
1/7/23;11;Total Unión Europea;26091;Lumbreras de Cameros;304;26;Rioja, La
1/7/23;110;Francia;26091;Lumbreras de Cameros;61;26;Rioja, La
1/7/23;121;Países Bajos;26091;Lumbreras de Cameros;71;26;Rioja, La
1/7/23;131;Suecia;26091;Lumbreras de Cameros;63;26;Rioja, La
1/7/23;0;Total;26093;Mansilla de la Sierra;38;26;Rioja, La
1/7/23;10;Total Europa;26093;Mansilla de la Sierra;38;26;Rioja, La
1/7/23;0;Total;26099;Murillo de Río Leza;98;26;Rioja, La
1/7/23;10;Total Europa;26099;Murillo de Río Leza;86;26;Rioja, La
1/7/23;11;Total Unión Europea;26099;Murillo de Río Leza;79;26;Rioja, La
1/7/23;0;Total;26102;Nájera;324;26;Rioja, La
1/7/23;10;Total Europa;26102;Nájera;277;26;Rioja, La
1/7/23;11;Total Unión Europea;26102;Nájera;256;26;Rioja, La
1/7/23;110;Francia;26102;Nájera;81;26;Rioja, La
1/7/23;121;Países Bajos;26102;Nájera;33;26;Rioja, La
1/7/23;123;Portugal;26102;Nájera;37;26;Rioja, La
1/7/23;0;Total;26103;Nalda;80;26;Rioja, La
1/7/23;10;Total Europa;26103;Nalda;61;26;Rioja, La
1/7/23;11;Total Unión Europea;26103;Nalda;57;26;Rioja, La
1/7/23;0;Total;26105;Navarrete;150;26;Rioja, La
1/7/23;10;Total Europa;26105;Navarrete;113;26;Rioja, La
1/7/23;11;Total Unión Europea;26105;Navarrete;100;26;Rioja, La
1/7/23;110;Francia;26105;Navarrete;34;26;Rioja, La
1/7/23;0;Total;26106;Nestares;134;26;Rioja, La
1/7/23;10;Total Europa;26106;Nestares;117;26;Rioja, La
1/7/23;11;Total Unión Europea;26106;Nestares;115;26;Rioja, La
1/7/23;110;Francia;26106;Nestares;48;26;Rioja, La
1/7/23;0;Total;26107;Nieva de Cameros;40;26;Rioja, La
1/7/23;10;Total Europa;26107;Nieva de Cameros;32;26;Rioja, La
1/7/23;0;Total;26117;Pradejón;106;26;Rioja, La
1/7/23;10;Total Europa;26117;Pradejón;94;26;Rioja, La
1/7/23;11;Total Unión Europea;26117;Pradejón;88;26;Rioja, La
1/7/23;131;Suecia;26117;Pradejón;36;26;Rioja, La
1/7/23;0;Total;26120;Quel;134;26;Rioja, La
1/7/23;10;Total Europa;26120;Quel;100;26;Rioja, La
1/7/23;11;Total Unión Europea;26120;Quel;92;26;Rioja, La
1/7/23;110;Francia;26120;Quel;36;26;Rioja, La
1/7/23;0;Total;26125;Rincón de Soto;82;26;Rioja, La
1/7/23;10;Total Europa;26125;Rincón de Soto;62;26;Rioja, La
1/7/23;11;Total Unión Europea;26125;Rincón de Soto;57;26;Rioja, La
1/7/23;0;Total;26129;San Asensio;90;26;Rioja, La
1/7/23;10;Total Europa;26129;San Asensio;54;26;Rioja, La
1/7/23;11;Total Unión Europea;26129;San Asensio;50;26;Rioja, La
1/7/23;0;Total;26130;San Millán de la Cogolla;44;26;Rioja, La
1/7/23;10;Total Europa;26130;San Millán de la Cogolla;36;26;Rioja, La
1/7/23;11;Total Unión Europea;26130;San Millán de la Cogolla;32;26;Rioja, La
1/7/23;0;Total;26132;San Román de Cameros;35;26;Rioja, La
1/7/23;0;Total;26138;Santo Domingo de la Calzada;324;26;Rioja, La
1/7/23;10;Total Europa;26138;Santo Domingo de la Calzada;268;26;Rioja, La
1/7/23;11;Total Unión Europea;26138;Santo Domingo de la Calzada;223;26;Rioja, La
1/7/23;30;Total América;26138;Santo Domingo de la Calzada;41;26;Rioja, La
1/7/23;110;Francia;26138;Santo Domingo de la Calzada;72;26;Rioja, La
1/7/23;125;Reino Unido;26138;Santo Domingo de la Calzada;32;26;Rioja, La
1/7/23;126;Alemania;26138;Santo Domingo de la Calzada;61;26;Rioja, La
1/7/23;0;Total;26142;San Vicente de la Sonsierra;135;26;Rioja, La
1/7/23;10;Total Europa;26142;San Vicente de la Sonsierra;109;26;Rioja, La
1/7/23;11;Total Unión Europea;26142;San Vicente de la Sonsierra;103;26;Rioja, La
1/7/23;110;Francia;26142;San Vicente de la Sonsierra;44;26;Rioja, La
1/7/23;0;Total;26144;Sorzano;60;26;Rioja, La
1/7/23;10;Total Europa;26144;Sorzano;36;26;Rioja, La
1/7/23;10;Total Europa;26146;Soto en Cameros;32;26;Rioja, La
1/7/23;0;Total;26148;Tirgo;30;26;Rioja, La
1/7/23;0;Total;26151;Torrecilla en Cameros;47;26;Rioja, La
1/7/23;10;Total Europa;26151;Torrecilla en Cameros;47;26;Rioja, La
1/7/23;11;Total Unión Europea;26151;Torrecilla en Cameros;37;26;Rioja, La
1/7/23;0;Total;26155;Treviana;66;26;Rioja, La
1/7/23;10;Total Europa;26155;Treviana;54;26;Rioja, La
1/7/23;11;Total Unión Europea;26155;Treviana;45;26;Rioja, La
1/7/23;0;Total;26157;Tricio;56;26;Rioja, La
1/7/23;10;Total Europa;26157;Tricio;49;26;Rioja, La
1/7/23;11;Total Unión Europea;26157;Tricio;43;26;Rioja, La
1/7/23;0;Total;26164;Ventrosa;36;26;Rioja, La
1/7/23;10;Total Europa;26164;Ventrosa;33;26;Rioja, La
1/7/23;11;Total Unión Europea;26164;Ventrosa;30;26;Rioja, La
1/7/23;0;Total;26165;Viguera;133;26;Rioja, La
1/7/23;10;Total Europa;26165;Viguera;119;26;Rioja, La
1/7/23;11;Total Unión Europea;26165;Viguera;113;26;Rioja, La
1/7/23;110;Francia;26165;Viguera;39;26;Rioja, La
1/7/23;0;Total;26168;Villamediana de Iregua;146;26;Rioja, La
1/7/23;10;Total Europa;26168;Villamediana de Iregua;110;26;Rioja, La
1/7/23;11;Total Unión Europea;26168;Villamediana de Iregua;100;26;Rioja, La
1/7/23;30;Total América;26168;Villamediana de Iregua;31;26;Rioja, La
1/7/23;0;Total;26169;Villanueva de Cameros;33;26;Rioja, La
1/7/23;0;Total;26170;Villar de Arnedo, El;44;26;Rioja, La
1/7/23;10;Total Europa;26170;Villar de Arnedo, El;30;26;Rioja, La
1/7/23;0;Total;26171;Villar de Torre;31;26;Rioja, La
1/7/23;0;Total;26175;Villavelayo;37;26;Rioja, La
1/8/23;10;Total Europa;26001;Ábalos;36;26;Rioja, La
1/8/23;0;Total;26002;Agoncillo;308;26;Rioja, La
1/8/23;10;Total Europa;26002;Agoncillo;292;26;Rioja, La
1/8/23;11;Total Unión Europea;26002;Agoncillo;255;26;Rioja, La
1/8/23;110;Francia;26002;Agoncillo;47;26;Rioja, La
1/8/23;123;Portugal;26002;Agoncillo;32;26;Rioja, La
1/8/23;126;Alemania;26002;Agoncillo;44;26;Rioja, La
1/8/23;0;Total;26003;Aguilar del Río Alhama;69;26;Rioja, La
1/8/23;10;Total Europa;26003;Aguilar del Río Alhama;64;26;Rioja, La
1/8/23;0;Total;26005;Albelda de Iregua;124;26;Rioja, La
1/8/23;10;Total Europa;26005;Albelda de Iregua;101;26;Rioja, La
1/8/23;11;Total Unión Europea;26005;Albelda de Iregua;98;26;Rioja, La
1/8/23;110;Francia;26005;Albelda de Iregua;42;26;Rioja, La
1/8/23;0;Total;26006;Alberite;34;26;Rioja, La
1/8/23;0;Total;26007;Alcanadre;98;26;Rioja, La
1/8/23;10;Total Europa;26007;Alcanadre;89;26;Rioja, La
1/8/23;11;Total Unión Europea;26007;Alcanadre;80;26;Rioja, La
1/8/23;0;Total;26008;Aldeanueva de Ebro;94;26;Rioja, La
1/8/23;10;Total Europa;26008;Aldeanueva de Ebro;72;26;Rioja, La
1/8/23;11;Total Unión Europea;26008;Aldeanueva de Ebro;63;26;Rioja, La
1/8/23;0;Total;26009;Alesanco;77;26;Rioja, La
1/8/23;10;Total Europa;26009;Alesanco;68;26;Rioja, La
1/8/23;11;Total Unión Europea;26009;Alesanco;59;26;Rioja, La
1/8/23;0;Total;26011;Alfaro;1113;26;Rioja, La
1/8/23;10;Total Europa;26011;Alfaro;999;26;Rioja, La
1/8/23;11;Total Unión Europea;26011;Alfaro;913;26;Rioja, La
1/8/23;20;Total África;26011;Alfaro;51;26;Rioja, La
1/8/23;30;Total América;26011;Alfaro;51;26;Rioja, La
1/8/23;103;Bélgica;26011;Alfaro;63;26;Rioja, La
1/8/23;107;Dinamarca;26011;Alfaro;40;26;Rioja, La
1/8/23;110;Francia;26011;Alfaro;261;26;Rioja, La
1/8/23;115;Italia;26011;Alfaro;94;26;Rioja, La
1/8/23;121;Países Bajos;26011;Alfaro;47;26;Rioja, La
1/8/23;122;Polonia;26011;Alfaro;61;26;Rioja, La
1/8/23;123;Portugal;26011;Alfaro;39;26;Rioja, La
1/8/23;125;Reino Unido;26011;Alfaro;33;26;Rioja, La
1/8/23;126;Alemania;26011;Alfaro;124;26;Rioja, La
1/8/23;128;Rumania;26011;Alfaro;30;26;Rioja, La
1/8/23;131;Suecia;26011;Alfaro;57;26;Rioja, La
1/8/23;228;Marruecos;26011;Alfaro;49;26;Rioja, La
1/8/23;0;Total;26012;Almarza de Cameros;92;26;Rioja, La
1/8/23;10;Total Europa;26012;Almarza de Cameros;83;26;Rioja, La
1/8/23;11;Total Unión Europea;26012;Almarza de Cameros;76;26;Rioja, La
1/8/23;121;Países Bajos;26012;Almarza de Cameros;42;26;Rioja, La
1/8/23;0;Total;26013;Anguciana;30;26;Rioja, La
1/8/23;10;Total Europa;26013;Anguciana;30;26;Rioja, La
1/8/23;11;Total Unión Europea;26013;Anguciana;30;26;Rioja, La
1/8/23;110;Francia;26013;Anguciana;30;26;Rioja, La
1/8/23;0;Total;26014;Anguiano;185;26;Rioja, La
1/8/23;10;Total Europa;26014;Anguiano;173;26;Rioja, La
1/8/23;11;Total Unión Europea;26014;Anguiano;166;26;Rioja, La
1/8/23;110;Francia;26014;Anguiano;76;26;Rioja, La
1/8/23;0;Total;26017;Arnedillo;75;26;Rioja, La
1/8/23;10;Total Europa;26017;Arnedillo;73;26;Rioja, La
1/8/23;11;Total Unión Europea;26017;Arnedillo;69;26;Rioja, La
1/8/23;0;Total;26018;Arnedo;412;26;Rioja, La
1/8/23;10;Total Europa;26018;Arnedo;335;26;Rioja, La
1/8/23;11;Total Unión Europea;26018;Arnedo;262;26;Rioja, La
1/8/23;20;Total África;26018;Arnedo;45;26;Rioja, La
1/8/23;110;Francia;26018;Arnedo;111;26;Rioja, La
1/8/23;121;Países Bajos;26018;Arnedo;47;26;Rioja, La
1/8/23;139;Georgia;26018;Arnedo;37;26;Rioja, La
1/8/23;228;Marruecos;26018;Arnedo;33;26;Rioja, La
1/8/23;0;Total;26019;Arrúbal;41;26;Rioja, La
1/8/23;10;Total Europa;26019;Arrúbal;41;26;Rioja, La
1/8/23;11;Total Unión Europea;26019;Arrúbal;41;26;Rioja, La
1/8/23;0;Total;26020;Ausejo;86;26;Rioja, La
1/8/23;10;Total Europa;26020;Ausejo;75;26;Rioja, La
1/8/23;11;Total Unión Europea;26020;Ausejo;65;26;Rioja, La
1/8/23;0;Total;26021;Autol;159;26;Rioja, La
1/8/23;10;Total Europa;26021;Autol;124;26;Rioja, La
1/8/23;11;Total Unión Europea;26021;Autol;108;26;Rioja, La
1/8/23;110;Francia;26021;Autol;34;26;Rioja, La
1/8/23;0;Total;26023;Badarán;60;26;Rioja, La
1/8/23;10;Total Europa;26023;Badarán;46;26;Rioja, La
